customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00175,Female,0,No,No,60,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,61.06,3858.06,No
CUST-00176,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,103.98,783.57,No
CUST-00177,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,94.08,4782.03,No
CUST-00178,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.56,258.83,Yes
CUST-00179,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,112.57,239.84,No
CUST-00180,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,102.14,2875.26,No
CUST-00181,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.39,921.62,No
CUST-00182,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,112.24,206.72,Yes
CUST-00183,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.45,6919.84,No
CUST-00184,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),32.53,1086.17,Yes
CUST-00185,Male,1,Yes,Yes,60,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.25,3669.26,Yes
CUST-00186,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.1,4099.22,No
CUST-00187,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),112.33,1973.53,Yes
CUST-00188,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.09,731.14,No
CUST-00189,Male,1,Yes,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,69.42,589.84,No
CUST-00190,Female,0,Yes,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),34.61,844.96,Yes
CUST-00191,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.92,1537.85,No
CUST-00192,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.43,1029.35,No
CUST-00193,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.77,2013.75,No
CUST-00194,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.45,486.36,Yes
CUST-00195,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),55.31,1241.82,No
CUST-00196,Female,0,Yes,Yes,4,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,74.35,322.79,Yes
CUST-00197,Female,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,44.0,2442.0,No
CUST-00198,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.67,45.21,No
CUST-00199,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.22,1223.05,Yes
CUST-00200,Male,1,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.13,275.54,Yes
CUST-00201,Male,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.03,3219.36,Yes
CUST-00202,Female,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.77,1071.75,No
CUST-00203,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,105.79,503.18,Yes
CUST-00204,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,50.94,1382.41,No
CUST-00205,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,106.64,7152.14,No
CUST-00206,Male,1,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.0,5402.25,No
CUST-00207,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),112.64,1242.38,Yes
CUST-00208,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.23,3227.8,Yes
CUST-00209,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.11,184.33,Yes
CUST-00210,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,22.1,119.81,No
CUST-00211,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.07,585.3,No
CUST-00212,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.93,247.37,Yes
CUST-00213,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,105.4,4774.33,No
CUST-00214,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,35.26,2085.3,No
CUST-00215,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),37.83,41.11,No
CUST-00216,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,24.53,254.83,Yes
CUST-00217,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.13,2425.64,No
CUST-00218,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),26.94,759.28,No
CUST-00219,Female,0,No,No,61,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,86.47,5571.16,No
CUST-00220,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.18,3190.33,No
CUST-00221,Male,1,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,47.39,1778.7,No
CUST-00222,Male,1,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.73,1077.19,Yes
CUST-00223,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.35,2397.81,Yes
CUST-00224,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,21.01,206.92,No
CUST-00225,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.7,2781.0,No
CUST-00226,Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.91,66.79,Yes
CUST-00227,Male,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,29.11,940.87,Yes
CUST-00228,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.84,119.85,Yes
CUST-00229,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),39.26,767.01,No
CUST-00230,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.56,2599.37,Yes
CUST-00231,Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.45,3553.32,Yes
CUST-00232,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.75,3754.22,No
CUST-00233,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.66,601.77,No
CUST-00234,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.27,726.32,Yes
CUST-00235,Female,0,No,No,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),62.2,3290.21,No
CUST-00236,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.78,2154.65,No
CUST-00237,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,78.11,508.5,Yes
CUST-00238,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),44.15,2337.64,No
CUST-00239,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),117.67,7327.07,No
CUST-00240,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.06,3109.04,No
CUST-00241,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.4,1205.87,No
CUST-00242,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),24.17,720.69,No
CUST-00243,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.52,918.55,No
CUST-00244,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.58,952.23,No
CUST-00245,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,81.82,2322.89,Yes
CUST-00246,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.17,2160.11,No
CUST-00247,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,46.94,1596.0,No
CUST-00248,Male,1,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.16,636.66,No
CUST-00249,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,113.52,5008.44,No
CUST-00250,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,112.79,1432.18,Yes
CUST-00251,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.05,840.96,Yes
CUST-00252,Male,1,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.37,1117.89,No
CUST-00253,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.21,50.35,Yes
CUST-00254,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.68,8499.65,No
CUST-00255,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,93.09,2665.64,No
CUST-00256,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.22,3275.76,No
CUST-00257,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,27.54,286.83,Yes
CUST-00258,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.2,1389.27,No
CUST-00259,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,3333.53,No
CUST-00260,Male,1,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.98,2503.69,Yes
CUST-00261,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,99.62,6322.68,Yes
CUST-00262,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,61.45,1528.96,No
CUST-00263,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.52,1586.87,Yes
CUST-00264,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.84,31.94,No
CUST-00265,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),33.34,436.79,No
CUST-00266,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.11,2968.3,No
CUST-00267,Female,0,No,Yes,45,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),93.05,4589.37,No
CUST-00268,Female,0,No,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.51,2397.76,No
CUST-00269,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,62.87,3426.09,Yes
CUST-00270,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.0,1324.62,No
CUST-00271,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.72,1852.56,No
CUST-00272,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.84,1838.63,Yes
CUST-00273,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,32.31,1038.37,No
CUST-00274,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.87,469.38,Yes
CUST-00275,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,28.78,527.75,No
CUST-00276,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,110.16,7666.69,Yes
CUST-00277,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,24.68,127.5,No
CUST-00278,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,86.87,451.26,No
CUST-00279,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.54,121.61,Yes
CUST-00280,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,30.84,427.49,No
CUST-00281,Female,0,No,No,19,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),62.43,1112.63,No
CUST-00282,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,47.22,179.86,No
CUST-00283,Female,0,No,No,29,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.88,1800.18,No
CUST-00284,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.31,3517.98,Yes
CUST-00285,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.88,1765.25,No
CUST-00286,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.7,3599.52,No
CUST-00287,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.91,3460.55,No
CUST-00288,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.83,385.28,Yes
CUST-00289,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,35.75,147.51,No
CUST-00290,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),111.59,5276.69,No
CUST-00291,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.3,2349.71,No
CUST-00292,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,113.3,735.23,Yes
CUST-00293,Male,0,Yes,Yes,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,20.08,204.8,No
CUST-00294,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,60.2,2614.86,No
CUST-00295,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,61.64,1816.04,No
CUST-00296,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,49.8,1672.8,No
CUST-00297,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.6,394.89,Yes
CUST-00298,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.33,1318.49,No
CUST-00299,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,78.56,3653.27,No
CUST-00300,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),112.84,6474.87,Yes
CUST-00301,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,92.47,3897.56,No
CUST-00302,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,45.67,1507.7,No
CUST-00303,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.32,2929.52,No
CUST-00304,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.68,2154.23,No
CUST-00305,Female,1,No,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,68.69,669.33,No
CUST-00306,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,77.76,4424.42,No
CUST-00307,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.1,2191.51,Yes
CUST-00308,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.47,2564.56,No
CUST-00309,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.99,4451.11,No
CUST-00310,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,91.13,5826.45,No
CUST-00311,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),106.76,3623.05,No
CUST-00312,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.75,98.56,Yes
CUST-00313,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,48.91,918.07,No
CUST-00314,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.96,3521.28,No
CUST-00315,Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.56,530.35,No
CUST-00316,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,115.31,8744.54,Yes
CUST-00317,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),67.56,262.05,No
